ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
5818,29,4.7,Meal ,motorcycle ,22
FFA,34,4.8,Buffet ,motorcycle ,29
54CD,25,4.8,Buffet ,motorcycle ,18
B7AB,29,4.1,Meal ,scooter ,37
DB2,23,4.7,Snack ,motorcycle ,25
48AC,31,4.6,Snack ,motorcycle ,23
4A91,37,4.7,Meal ,scooter ,27
3F44,23,4.7,Drinks ,scooter ,21
591F,39,4.9,Snack ,scooter ,13
D2FC,33,4.0,Drinks ,motorcycle ,43
4034,34,4.4,Meal ,motorcycle ,34
65C4,20,5.0,Drinks ,motorcycle ,10
B729,26,4.7,Meal ,scooter ,10
CFF4,38,5.0,Meal ,motorcycle ,23
55CF,33,4.8,Drinks ,electric_scooter ,28
D953,28,3.3,Buffet ,motorcycle ,31
CCA7,39,4.1,Drinks ,scooter ,36
AD25,20,4.8,Snack ,motorcycle ,29
3010,25,4.6,Drinks ,electric_scooter ,26
3.8E+03,39,4.8,Snack ,motorcycle ,28
C96E,22,4.6,Buffet ,motorcycle ,37
890A,34,4.5,Meal ,motorcycle ,24
2B11,33,4.7,Buffet ,scooter ,17
D51F,26,4.2,Drinks ,motorcycle ,38
A944,29,4.8,Drinks ,motorcycle ,27
8EC1,26,4.5,Meal ,scooter ,12
840,29,4.6,Snack ,motorcycle ,17
9710,25,4.8,Buffet ,motorcycle ,24
4611,34,4.8,Buffet ,scooter ,25
1.7E+01,28,4.4,Buffet ,motorcycle ,32
A9A4,21,4.9,Snack ,scooter ,34
2D25,23,4.7,Buffet ,scooter ,13
D1D8,35,4.9,Buffet ,scooter ,22
2CDE,28,4.6,Meal ,motorcycle ,22
2870,32,4.1,Buffet ,electric_scooter ,31
F69,36,4.8,Snack ,motorcycle ,24
28DA,23,4.4,Buffet ,motorcycle ,33
D9DA,26,4.8,Buffet ,motorcycle ,29
3028,30,4.8,Snack ,motorcycle ,24
79EB,33,4.2,Snack ,motorcycle ,49
903C,36,4.9,Buffet ,scooter ,29
B372,39,4.1,Buffet ,scooter ,33
8781,24,4.5,Drinks ,scooter ,11
B6CB,35,4.5,Meal ,motorcycle ,24
A187,35,5.0,Buffet ,scooter ,28
3CBC,25,4.9,Meal ,scooter ,19
BC13,26,4.6,Meal ,scooter ,14
70C4,35,4.9,Snack ,motorcycle ,26
4BA9,27,4.8,Buffet ,motorcycle ,29
96C5,22,4.8,Snack ,motorcycle ,12
CA41,20,4.6,Snack ,scooter ,13
3857,39,4.9,Meal ,motorcycle ,21
B36A,33,4.9,Meal ,scooter ,18
4D65,22,4.7,Buffet ,motorcycle ,17
763D,31,5.0,Meal ,motorcycle ,46
C989,28,4.6,Snack ,motorcycle ,15
891F,21,4.8,Meal ,scooter ,25
2880,22,4.9,Meal ,motorcycle ,25
F20,22,4.7,Meal ,electric_scooter ,15
A345,28,4.8,Drinks ,scooter ,15
ABFD,38,4.8,Buffet ,scooter ,18
915E,32,4.9,Meal ,electric_scooter ,15
591E,31,4.9,Snack ,motorcycle ,22
CF82,21,4.7,Drinks ,motorcycle ,20
79B5,23,4.5,Snack ,scooter ,24
CF62,38,4.8,Snack ,motorcycle ,18
1CB5,25,4.8,Buffet ,motorcycle ,30
B0EC,39,4.1,Buffet ,motorcycle ,32
CC1F,24,4.8,Buffet ,electric_scooter ,23
4D67,22,4.4,Meal ,motorcycle ,17
42EA,33,4.7,Meal ,scooter ,16
66CF,37,4.9,Drinks ,scooter ,38
581A,28,4.9,Buffet ,scooter ,27
A4D2,30,4.9,Buffet ,scooter ,32
66FF,37,4.2,Buffet ,scooter ,38
A3D8,29,4.7,Buffet ,motorcycle ,25
BE00,25,4.8,Buffet ,electric_scooter ,30
D3DA,33,4.8,Drinks ,scooter ,25
98CE,27,4.7,Meal ,motorcycle ,12
B36B,22,4.7,Buffet ,scooter ,28
8835,30,3.0,Drinks ,motorcycle ,34
527B,22,4.1,Drinks ,motorcycle ,38
4F6C,27,5.0,Drinks ,scooter ,20
1541,32,4.2,Buffet ,electric_scooter ,34
4E+60,20,5.0,Meal ,motorcycle ,16
37DC,28,4.8,Meal ,motorcycle ,10
3057,20,4.5,Drinks ,motorcycle ,16
4FE2,28,4.5,Meal ,motorcycle ,15
8B8D,37,4.6,Drinks ,motorcycle ,28
D40A,39,4.5,Buffet ,motorcycle ,32
D984,39,4.6,Meal ,motorcycle ,41
1E+31,29,4.9,Meal ,motorcycle ,29
A426,34,4.9,Buffet ,scooter ,24
DF66,23,4.9,Drinks ,motorcycle ,25
5316,39,5.0,Snack ,motorcycle ,19
B968,20,4.6,Drinks ,scooter ,13
A8C1,30,4.6,Buffet ,scooter ,28
206D,34,4.3,Meal ,scooter ,44
7715,33,3.5,Drinks ,scooter ,34
E73,29,4.6,Snack ,motorcycle ,37
5B04,38,4.7,Meal ,motorcycle ,28
193A,32,3.7,Drinks ,scooter ,39
3AEA,32,4.4,Drinks ,scooter ,38
864D,33,4.9,Drinks ,motorcycle ,16
9406,36,4.1,Drinks ,motorcycle ,48
8FAB,28,4.8,Meal ,motorcycle ,15
84C9,20,5.0,Drinks ,motorcycle ,10
8D1A,22,5.0,Drinks ,motorcycle ,24
4AD1,33,4.8,Meal ,scooter ,13
7DB0,35,3.8,Buffet ,motorcycle ,41
2455,36,3.7,Buffet ,scooter ,41
5CEF,23,4.8,Drinks ,scooter ,18
49C6,24,4.3,Snack ,scooter ,34
8B99,26,4.7,Buffet ,motorcycle ,28
89DE,24,4.8,Snack ,motorcycle ,33
AF80,26,4.9,Snack ,motorcycle ,10
2C39,37,5.0,Drinks ,motorcycle ,28
CEAA,37,4.4,Buffet ,motorcycle ,49
4ED2,29,4.7,Meal ,scooter ,22
1B47,36,4.7,Snack ,motorcycle ,25
5D0F,30,4.8,Snack ,scooter ,17
6D6F,39,4.7,Drinks ,motorcycle ,29
3D6E,27,4.7,Meal ,motorcycle ,27
7F42,31,4.8,Meal ,scooter ,28
20DD,38,4.7,Snack ,scooter ,24
42F7,29,4.8,Buffet ,electric_scooter ,17
8457,31,4.9,Snack ,motorcycle ,41
6E+64,22,4.5,Meal ,scooter ,15
3F9D,25,4.7,Buffet ,scooter ,30
9900,38,4.7,Meal ,motorcycle ,25
18EC,28,4.8,Buffet ,electric_scooter ,22
48CE,38,4.1,Snack ,scooter ,32
594F,30,4.8,Meal ,scooter ,17
9365,33,4.7,Buffet ,scooter ,20
7915,26,4.2,Buffet ,motorcycle ,38
4FBA,31,4.9,Drinks ,motorcycle ,28
CA51,31,4.8,Drinks ,scooter ,49
3E+33,35,4.3,Buffet ,motorcycle ,49
4B19,36,4.7,Buffet ,motorcycle ,28
1184,25,4.9,Drinks ,electric_scooter ,28
3078,23,4.8,Snack ,scooter ,15
98FF,23,4.1,Drinks ,motorcycle ,18
27F0,39,4.8,Meal ,motorcycle ,28
113F,22,4.9,Drinks ,motorcycle ,28
B69F,24,4.8,Snack ,scooter ,24
A402,39,4.6,Snack ,scooter ,22
491,29,4.6,Buffet ,electric_scooter ,27
FC2,37,4.7,Buffet ,scooter ,41
5FF0,29,4.6,Snack ,motorcycle ,29
CBFF,26,4.8,Meal ,scooter ,19
7FA9,20,4.8,Meal ,scooter ,21
7711,29,4.7,Drinks ,motorcycle ,22
B75E,33,4.2,Snack ,scooter ,34
DEE2,37,4.0,Drinks ,motorcycle ,39
D5E1,32,4.5,Meal ,motorcycle ,30
C861,27,5.0,Meal ,scooter ,20
BA10,36,4.6,Buffet ,electric_scooter ,19
AD6E,24,5.0,Meal ,scooter ,24
AC0F,21,4.9,Snack ,scooter ,11
309F,23,4.6,Meal ,motorcycle ,13
6EFA,37,4.7,Meal ,motorcycle ,44
4D7F,24,5.0,Buffet ,motorcycle ,24
56B0,33,4.9,Buffet ,scooter ,17
2F71,33,4.6,Drinks ,scooter ,31
83C2,38,4.3,Snack ,motorcycle ,38
BB81,31,5.0,Drinks ,scooter ,34
7883,22,4.6,Snack ,motorcycle ,11
D7A8,32,4.3,Drinks ,motorcycle ,42
66F6,33,3.8,Buffet ,electric_scooter ,36
25ED,23,5.0,Snack ,motorcycle ,26
ACB3,29,4.4,Buffet ,motorcycle ,32
74D9,22,4.4,Meal ,motorcycle ,22
CDCE,20,4.7,Meal ,scooter ,21
BB6A,34,4.2,Snack ,motorcycle ,48
28F3,26,4.7,Drinks ,motorcycle ,28
806A,33,4.4,Buffet ,motorcycle ,40
8117,34,4.7,Drinks ,scooter ,26
5C10,28,5.0,Snack ,motorcycle ,17
1F70,26,4.8,Snack ,scooter ,17
6840,37,4.2,Drinks ,motorcycle ,45
2A02,31,4.0,Buffet ,motorcycle ,27
3E+41,32,4.3,Snack ,electric_scooter ,31
52F4,22,4.6,Buffet ,motorcycle ,15
D4C9,33,4.6,Snack ,scooter ,24
E072,30,4.8,Snack ,scooter ,20
D234,28,4.9,Buffet ,scooter ,18
5650,35,4.7,Meal ,motorcycle ,26
181B,39,4.9,Meal ,motorcycle ,27
2EE8,35,4.8,Snack ,motorcycle ,37
7C8D,36,4.8,Snack ,scooter ,37
4A58,22,4.7,Drinks ,scooter ,15
C151,30,4.6,Meal ,motorcycle ,26
A68F,29,4.6,Drinks ,motorcycle ,29
22AA,25,4.9,Drinks ,motorcycle ,24
4E6A,25,4.2,Drinks ,motorcycle ,29
48DB,28,4.6,Snack ,motorcycle ,38
700,29,4.6,Drinks ,electric_scooter ,11
7B56,26,4.8,Buffet ,electric_scooter ,15
6828,35,4.2,Snack ,motorcycle ,41
B1CA,34,4.5,Buffet ,motorcycle ,30
1E+93,27,4.0,Buffet ,motorcycle ,31
6DA7,34,4.6,Buffet ,scooter ,28
630D,30,4.8,Drinks ,motorcycle ,34
86D2,34,4.8,Meal ,motorcycle ,23
B75,27,4.8,Meal ,scooter ,24
6E+75,35,4.6,Meal ,motorcycle ,27
4898,28,4.1,Meal ,motorcycle ,37
123D,29,2.5,Snack ,motorcycle ,34
8000,22,3.9,Drinks ,motorcycle ,52
91D,29,4.6,Meal ,scooter ,18
8C4,29,4.6,Drinks ,motorcycle ,46
7DEC,31,4.2,Buffet ,motorcycle ,40
AD8,26,4.7,Drinks ,motorcycle ,16
B153,22,4.5,Meal ,scooter ,27
15FD,33,5.0,Snack ,motorcycle ,23
6525,32,5.0,Buffet ,scooter ,39
66B5,27,4.6,Buffet ,scooter ,12
6C13,37,4.9,Drinks ,electric_scooter ,29
788A,30,4.5,Drinks ,motorcycle ,17
5DDA,32,5.0,Drinks ,motorcycle ,21
C7E9,29,4.6,Meal ,motorcycle ,18
606C,20,4.6,Buffet ,motorcycle ,22
A494,34,4.5,Meal ,motorcycle ,17
8565,25,4.8,Drinks ,motorcycle ,24
207F,38,4.8,Meal ,motorcycle ,25
AE33,30,4.4,Snack ,motorcycle ,32
DAEF,21,4.2,Meal ,motorcycle ,35
2A74,22,4.8,Snack ,scooter ,19
CAF1,25,4.8,Buffet ,motorcycle ,30
5C5,29,4.6,Snack ,motorcycle ,28
3879,24,4.9,Drinks ,scooter ,17
1796,30,4.1,Meal ,motorcycle ,33
2A43,20,5.0,Snack ,motorcycle ,27
9F13,35,4.1,Buffet ,motorcycle ,21
42A1,30,4.6,Drinks ,motorcycle ,26
7156,32,4.9,Meal ,scooter ,25
E102,38,4.0,Buffet ,motorcycle ,32
61A7,30,4.0,Meal ,motorcycle ,31
12D8,38,4.5,Drinks ,electric_scooter ,39
8A1A,38,4.2,Buffet ,motorcycle ,36
23EE,36,4.2,Meal ,motorcycle ,49
234F,27,4.6,Snack ,scooter ,20
DAD4,31,4.8,Buffet ,motorcycle ,30
5857,36,4.7,Snack ,motorcycle ,27
B1A1,31,4.3,Meal ,motorcycle ,51
6BF6,26,4.8,Snack ,electric_scooter ,17
C77C,28,4.8,Drinks ,electric_scooter ,19
D92D,30,4.6,Drinks ,motorcycle ,47
D452,30,4.2,Drinks ,motorcycle ,34
796D,22,4.7,Drinks ,scooter ,17
AF01,26,4.7,Drinks ,motorcycle ,16
BB45,31,4.5,Meal ,motorcycle ,26
11D9,28,4.8,Buffet ,motorcycle ,24
D32F,29,5.0,Buffet ,motorcycle ,42
A5E1,26,4.7,Drinks ,motorcycle ,19
2AC6,31,4.8,Meal ,motorcycle ,40
5C93,39,3.6,Drinks ,scooter ,32
2F2B,22,4.7,Snack ,motorcycle ,15
C4A8,39,4.6,Drinks ,motorcycle ,25
760,29,4.6,Buffet ,scooter ,14
21C9,24,4.9,Buffet ,motorcycle ,19
A444,27,4.8,Drinks ,scooter ,28
CDEF,24,4.2,Snack ,motorcycle ,50
2167,25,4.2,Buffet ,motorcycle ,36
4.3E+02,37,5.0,Snack ,electric_scooter ,20
D0D1,29,4.6,Meal ,motorcycle ,40
D2F8,20,4.6,Buffet ,electric_scooter ,17
74C8,23,4.9,Snack ,motorcycle ,18
D738,38,4.9,Snack ,scooter ,23
7E2C,20,4.7,Snack ,scooter ,28
3469,22,5.0,Snack ,motorcycle ,25
8FC5,30,5.0,Buffet ,motorcycle ,40
102F,22,5.0,Meal ,motorcycle ,26
A3B5,37,5.0,Snack ,motorcycle ,48
1E+06,30,5.0,Snack ,motorcycle ,36
2E3B,21,4.7,Snack ,motorcycle ,24
1C73,33,4.8,Meal ,electric_scooter ,18
B776,24,5.0,Buffet ,scooter ,29
587F,27,4.7,Drinks ,motorcycle ,27
4A79,22,4.5,Buffet ,motorcycle ,26
411B,30,4.8,Buffet ,motorcycle ,20
88CE,27,4.6,Snack ,motorcycle ,18
A73A,20,4.9,Buffet ,motorcycle ,11
8616,38,3.7,Drinks ,scooter ,37
A168,35,4.9,Meal ,motorcycle ,47
CB30,22,4.3,Drinks ,motorcycle ,27
2EF6,35,5.0,Buffet ,scooter ,30
7F2E,28,4.9,Drinks ,scooter ,27
B26,35,4.9,Drinks ,motorcycle ,25
924A,33,4.7,Buffet ,motorcycle ,18
6075,21,4.9,Buffet ,motorcycle ,16
E16F,24,5.0,Meal ,motorcycle ,18
CF89,29,4.8,Meal ,motorcycle ,20
D388,20,5.0,Buffet ,motorcycle ,22
BE51,36,4.7,Meal ,scooter ,25
14D5,29,4.7,Buffet ,motorcycle ,20
366A,38,4.7,Buffet ,scooter ,26
C192,32,4.9,Meal ,motorcycle ,30
1.5E+02,27,4.7,Buffet ,motorcycle ,15
35F5,34,4.2,Meal ,motorcycle ,28
D041,24,4.7,Meal ,motorcycle ,10
CE5F,37,4.9,Meal ,scooter ,25
4CAE,36,4.6,Meal ,motorcycle ,20
D36B,37,4.3,Buffet ,motorcycle ,35
9A35,22,4.8,Drinks ,scooter ,17
3291,23,4.5,Snack ,scooter ,11
DE73,21,4.1,Buffet ,scooter ,42
8607,32,4.9,Meal ,motorcycle ,20
D95E,36,4.6,Meal ,motorcycle ,26
8018,38,4.9,Drinks ,motorcycle ,28
DAC8,20,4.7,Drinks ,motorcycle ,18
AAC5,21,5.0,Buffet ,electric_scooter ,25
E11E,23,4.1,Buffet ,motorcycle ,21
2E2B,35,5.0,Meal ,motorcycle ,25
AC44,29,4.8,Snack ,motorcycle ,17
45FF,31,4.9,Buffet ,motorcycle ,21
2D57,35,4.8,Snack ,motorcycle ,27
348F,35,4.3,Buffet ,electric_scooter ,43
1F94,36,4.6,Meal ,motorcycle ,28
65FD,33,4.8,Drinks ,motorcycle ,35
6B50,26,4.9,Buffet ,motorcycle ,23
71F,29,4.6,Drinks ,scooter ,15
4894,38,4.1,Buffet ,motorcycle ,33
BD0C,36,5.0,Meal ,motorcycle ,36
4798,25,4.5,Drinks ,motorcycle ,15
671D,38,4.7,Buffet ,scooter ,10
C4B7,22,4.6,Buffet ,motorcycle ,33
C114,29,4.6,Drinks ,motorcycle ,32
5A19,37,4.6,Meal ,motorcycle ,28
3897,32,4.5,Meal ,motorcycle ,29
B902,36,4.6,Buffet ,scooter ,30
6930,33,4.3,Snack ,motorcycle ,39
7935,35,4.8,Meal ,motorcycle ,46
4576,22,4.8,Meal ,scooter ,12
4.8E+06,32,4.9,Buffet ,motorcycle ,24
8141,37,4.7,Meal ,scooter ,29
36B3,23,4.5,Drinks ,scooter ,27
9BE8,37,4.5,Buffet ,motorcycle ,45
645,29,4.6,Snack ,scooter ,37
DB10,24,4.9,Buffet ,motorcycle ,29
2.7E+10,25,4.9,Drinks ,scooter ,29
A360,32,4.7,Snack ,scooter ,18
4913,22,4.7,Buffet ,electric_scooter ,16
1306,26,4.6,Snack ,scooter ,23
48CB,32,3.7,Snack ,motorcycle ,33
1D99,24,4.1,Buffet ,electric_scooter ,34
9FA8,23,4.8,Buffet ,motorcycle ,22
A072,24,4.1,Snack ,scooter ,36
8D8,29,4.6,Drinks ,motorcycle ,16
775F,21,4.6,Meal ,electric_scooter ,20
FB8,26,4.5,Buffet ,motorcycle ,21
A681,29,4.8,Buffet ,motorcycle ,21
546F,22,4.8,Snack ,motorcycle ,26
1EF0,27,4.6,Meal ,scooter ,27
8403,27,4.7,Snack ,motorcycle ,17
BFF6,35,3.8,Drinks ,scooter ,34
686D,25,4.5,Meal ,motorcycle ,11
14F6,25,4.9,Meal ,electric_scooter ,31
117C,22,5.0,Drinks ,motorcycle ,27
1CD0,30,3.6,Snack ,motorcycle ,39
3E7F,32,4.4,Buffet ,motorcycle ,22
630B,31,5.0,Snack ,scooter ,26
4B01,31,4.1,Snack ,motorcycle ,41
9A11,30,4.9,Buffet ,scooter ,25
93D8,36,4.8,Meal ,motorcycle ,27
3B90,36,4.7,Meal ,scooter ,29
1EFC,21,4.6,Meal ,motorcycle ,10
750B,26,4.6,Snack ,scooter ,15
BB88,39,4.5,Buffet ,motorcycle ,29
D407,20,4.9,Snack ,motorcycle ,20
CFC8,23,4.9,Buffet ,motorcycle ,10
DB96,25,4.1,Snack ,motorcycle ,35
DD59,31,4.5,Drinks ,motorcycle ,23
9B2E,26,4.7,Meal ,scooter ,12
BD04,36,4.7,Drinks ,motorcycle ,28
CE8,29,4.6,Meal ,motorcycle ,21
A39D,36,3.5,Meal ,motorcycle ,40
4E2A,32,4.1,Meal ,motorcycle ,40
4F62,38,5.0,Meal ,motorcycle ,29
65CF,39,4.8,Drinks ,electric_scooter ,15
9E2A,27,4.6,Meal ,motorcycle ,18
9DDE,35,5.0,Buffet ,motorcycle ,46
5095,23,4.9,Meal ,motorcycle ,21
BF91,29,4.6,Snack ,motorcycle ,31
D1E4,25,4.6,Drinks ,motorcycle ,23
DC3F,21,4.8,Meal ,motorcycle ,21
666E,39,5.0,Snack ,motorcycle ,28
65B9,24,5.0,Meal ,scooter ,26
88F6,35,4.5,Drinks ,motorcycle ,27
4868,34,4.2,Drinks ,motorcycle ,20
B08E,21,4.8,Snack ,motorcycle ,15
A60F,39,4.6,Drinks ,scooter ,25
D6FF,23,4.7,Meal ,motorcycle ,18
5327,20,4.2,Snack ,motorcycle ,39
74F0,24,3.5,Snack ,motorcycle ,36
6B9B,22,4.8,Drinks ,motorcycle ,26
4C3E,36,4.5,Drinks ,electric_scooter ,16
230E,25,4.5,Buffet ,motorcycle ,28
54EB,38,4.6,Buffet ,scooter ,26
DF06,30,4.3,Meal ,motorcycle ,33
D0F5,27,4.7,Snack ,scooter ,29
91CC,31,5.0,Buffet ,scooter ,16
C6CC,30,4.5,Drinks ,motorcycle ,15
21AE,39,4.9,Drinks ,motorcycle ,46
C18B,38,4.6,Drinks ,motorcycle ,30
3870,29,4.9,Snack ,scooter ,13
51D8,38,4.9,Drinks ,scooter ,26
BD2F,38,4.6,Meal ,motorcycle ,33
2458,28,4.9,Snack ,motorcycle ,25
5F8D,37,4.5,Buffet ,motorcycle ,27
CE0A,28,5.0,Snack ,motorcycle ,36
4468,39,4.3,Drinks ,motorcycle ,20
3631,27,4.9,Drinks ,scooter ,18
7E1E,37,4.9,Buffet ,motorcycle ,29
B987,22,4.8,Snack ,electric_scooter ,10
4389,29,4.7,Snack ,scooter ,11
C3AD,30,4.7,Meal ,motorcycle ,26
3.3E+03,36,4.3,Drinks ,scooter ,33
1A3D,29,4.5,Drinks ,motorcycle ,22
A5D,24,4.6,Drinks ,scooter ,12
AFF0,36,4.7,Snack ,motorcycle ,40
42B9,31,4.6,Snack ,motorcycle ,33
E55,29,4.6,Meal ,motorcycle ,35
7B4E,34,4.9,Snack ,electric_scooter ,29
5279,21,5.0,Buffet ,scooter ,28
7131,32,4.8,Drinks ,motorcycle ,36
C7EB,29,4.6,Meal ,motorcycle ,24
D886,33,4.8,Buffet ,motorcycle ,22
D2F1,36,4.2,Drinks ,electric_scooter ,39
16CE,21,5.0,Buffet ,motorcycle ,25
81A2,23,4.6,Buffet ,motorcycle ,32
CE45,37,4.7,Buffet ,motorcycle ,22
1BD5,30,4.9,Meal ,motorcycle ,29
6E+60,29,4.8,Snack ,motorcycle ,18
80FC,22,4.4,Drinks ,scooter ,37
50D3,36,4.9,Drinks ,motorcycle ,25
54F4,35,5.0,Buffet ,motorcycle ,26
81EB,21,4.6,Drinks ,electric_scooter ,11
6C9C,21,5.0,Drinks ,motorcycle ,22
1807,32,4.6,Drinks ,electric_scooter ,26
D791,25,4.7,Snack ,scooter ,12
E5E,29,4.6,Buffet ,scooter ,31
B424,39,4.9,Meal ,electric_scooter ,25
BB29,36,4.9,Snack ,electric_scooter ,21
456F,21,4.9,Meal ,motorcycle ,19
AD39,30,4.8,Drinks ,scooter ,15
D228,21,4.7,Buffet ,scooter ,29
4332,23,4.5,Buffet ,scooter ,19
DEF8,34,4.6,Snack ,motorcycle ,18
BCA9,32,3.5,Drinks ,electric_scooter ,36
D555,26,4.6,Drinks ,scooter ,10
C01F,29,4.6,Meal ,scooter ,28
9C0D,22,4.9,Snack ,motorcycle ,10
C3E8,31,4.8,Buffet ,scooter ,15
505B,35,4.7,Snack ,scooter ,15
CAA2,39,4.6,Drinks ,scooter ,18
8C70,35,4.8,Meal ,motorcycle ,30
1187,35,4.7,Drinks ,electric_scooter ,19
1E+34,24,4.9,Meal ,motorcycle ,38
D822,32,4.9,Buffet ,scooter ,23
B029,37,4.7,Buffet ,motorcycle ,29
13D1,22,4.8,Meal ,scooter ,19
827F,29,4.0,Meal ,motorcycle ,33
9A85,31,4.9,Buffet ,scooter ,25
9F51,30,4.9,Buffet ,motorcycle ,27
6.4E+09,36,4.6,Buffet ,motorcycle ,18
7408,24,4.4,Buffet ,scooter ,40
1C4A,38,4.7,Meal ,motorcycle ,21
9EC8,21,4.7,Buffet ,scooter ,14
8BE5,36,4.8,Meal ,scooter ,15
CC82,37,4.6,Drinks ,motorcycle ,31
1AB1,26,4.5,Snack ,motorcycle ,15
968A,25,4.6,Snack ,motorcycle ,14
C4A3,35,3.7,Buffet ,motorcycle ,33
7520,20,4.7,Meal ,scooter ,22
1FB5,38,4.5,Snack ,motorcycle ,29
ABD8,33,4.6,Meal ,motorcycle ,35
BAB9,26,4.7,Snack ,scooter ,18
5B8D,30,4.8,Drinks ,scooter ,15
ABC5,36,4.5,Snack ,scooter ,37
35CF,31,4.8,Meal ,motorcycle ,17
BD2A,24,4.5,Drinks ,scooter ,11
96BA,23,4.0,Snack ,scooter ,32
B491,31,4.7,Buffet ,motorcycle ,20
F06,20,5.0,Meal ,motorcycle ,14
8058,36,4.8,Drinks ,motorcycle ,35
8C3,29,4.6,Drinks ,motorcycle ,33
10EB,22,4.6,Drinks ,scooter ,25
A8F2,27,4.6,Snack ,motorcycle ,34
296D,29,4.6,Meal ,motorcycle ,19
EC7,32,4.7,Snack ,motorcycle ,41
A061,29,5.0,Drinks ,motorcycle ,22
19D7,23,4.7,Meal ,motorcycle ,11
DFA4,26,4.7,Drinks ,motorcycle ,34
61FD,38,4.6,Drinks ,motorcycle ,54
D9AA,38,4.9,Snack ,scooter ,14
5.8E+09,26,4.6,Snack ,scooter ,13
68B4,28,4.6,Meal ,motorcycle ,17
7.7E+05,39,4.9,Buffet ,motorcycle ,28
67EA,24,5.0,Drinks ,electric_scooter ,12
9715,38,4.7,Meal ,scooter ,28
E133,36,4.7,Meal ,scooter ,30
990C,23,4.7,Buffet ,motorcycle ,24
B2D4,37,4.8,Meal ,motorcycle ,18
DA13,39,4.7,Buffet ,scooter ,21
257E,29,4.6,Snack ,motorcycle ,28
B125,28,5.0,Buffet ,motorcycle ,17
6A36,21,4.7,Meal ,motorcycle ,16
B146,20,4.6,Buffet ,motorcycle ,16
546E,20,4.9,Buffet ,motorcycle ,37
1F53,33,4.6,Drinks ,scooter ,27
D122,35,4.7,Meal ,scooter ,36
41C7,25,4.7,Drinks ,scooter ,24
D01C,22,4.9,Meal ,motorcycle ,29
3FD4,36,4.8,Drinks ,motorcycle ,21
ADC2,25,4.9,Snack ,scooter ,16
1D1C,22,4.5,Snack ,scooter ,11
841A,27,4.7,Meal ,motorcycle ,18
7FF6,25,4.4,Drinks ,motorcycle ,39
5AFB,26,4.6,Drinks ,scooter ,10
A13,27,4.9,Snack ,motorcycle ,23
604D,33,4.4,Meal ,scooter ,32
4F80,37,4.1,Meal ,scooter ,33
8360,31,3.9,Buffet ,scooter ,43
3DB3,24,2.8,Snack ,scooter ,43
A7C3,33,4.8,Buffet ,motorcycle ,37
40A0,26,4.4,Meal ,motorcycle ,44
C517,27,4.5,Meal ,motorcycle ,10
65CD,37,4.9,Meal ,motorcycle ,36
4964,23,4.9,Drinks ,motorcycle ,19
8344,37,4.7,Drinks ,motorcycle ,32
B903,20,4.7,Drinks ,motorcycle ,47
559D,25,4.2,Drinks ,motorcycle ,28
5022,27,4.5,Snack ,motorcycle ,22
AABE,33,4.8,Snack ,scooter ,33
D061,32,4.5,Drinks ,motorcycle ,47
BA60,21,4.8,Meal ,motorcycle ,12
4A83,22,4.9,Buffet ,electric_scooter ,24
785E,35,4.7,Meal ,motorcycle ,27
7227,36,3.5,Buffet ,motorcycle ,34
DF91,20,4.4,Drinks ,motorcycle ,27
6830,25,4.9,Buffet ,scooter ,25
BC57,29,4.8,Buffet ,motorcycle ,23
BC53,34,4.5,Snack ,motorcycle ,17
67A,29,4.6,Drinks ,motorcycle ,12
CFD2,22,4.9,Snack ,scooter ,22
6413,26,4.5,Meal ,motorcycle ,15
B735,33,5.0,Buffet ,motorcycle ,10
A28A,36,5.0,Snack ,motorcycle ,25
C49D,29,4.6,Snack ,scooter ,27
5394,38,4.3,Buffet ,scooter ,38
7376,27,4.7,Meal ,scooter ,26
A8BB,37,4.1,Drinks ,motorcycle ,43
2.1E+08,35,4.8,Drinks ,motorcycle ,16
AE8B,36,4.4,Drinks ,motorcycle ,37
4E+52,39,3.7,Snack ,motorcycle ,33
527A,35,4.9,Snack ,motorcycle ,23
9023,28,4.6,Snack ,electric_scooter ,22
5DCA,32,4.7,Snack ,motorcycle ,43
E24E,38,4.9,Drinks ,motorcycle ,53
C1CA,27,4.8,Buffet ,scooter ,17
7E+71,31,4.2,Drinks ,motorcycle ,44
D162,29,3.1,Buffet ,motorcycle ,38
D5A5,23,4.8,Buffet ,motorcycle ,29
396E,38,4.2,Buffet ,electric_scooter ,34
9927,27,4.7,Buffet ,motorcycle ,38
BE7D,30,4.4,Snack ,scooter ,31
3CD1,37,4.5,Snack ,motorcycle ,45
1B1F,38,4.8,Meal ,motorcycle ,28
5B0E,22,4.1,Snack ,motorcycle ,40
BE83,31,4.6,Drinks ,electric_scooter ,19
1BB6,25,4.6,Meal ,scooter ,20
B9CF,35,4.4,Drinks ,motorcycle ,36
BC3D,20,4.4,Snack ,motorcycle ,49
4B0C,31,3.7,Buffet ,scooter ,39
7BDE,30,4.0,Drinks ,scooter ,31
3FFC,24,4.5,Drinks ,scooter ,10
A33A,32,4.7,Meal ,scooter ,25
84B6,35,4.6,Meal ,motorcycle ,27
9A73,21,4.9,Drinks ,motorcycle ,29
5963,21,4.9,Drinks ,motorcycle ,22
D177,28,4.8,Drinks ,motorcycle ,38
